lila_id,lemma_latin,lemma_greek,certainty,written_representation,lemma_variant,compound,lsj_exactMatch,lsj_broadMatch,lsj_relatedMatch
http://lila-erc.eu/data/id/lemma/102965,fascinum,βάσκανον,uncertain,,,,n19568,,
http://lila-erc.eu/data/id/lemma/103093,fenestra,φανήστρα,,,,,,,n110114
http://lila-erc.eu/data/id/lemma/103260,fides,σφίδη,,,,,n101706,,
http://lila-erc.eu/data/id/lemma/103524,fluta,πλωτή,,,,,n84031,,
http://lila-erc.eu/data/id/lemma/103611,forbea,φορβή,,,,,n112083,,
http://lila-erc.eu/data/id/lemma/103684,fortax,φόρταξ,,,,,n112154,,
http://lila-erc.eu/data/id/lemma/103534,fucus,φῦκος,,,,,n112517,,
http://lila-erc.eu/data/id/lemma/103998,funda,σφενδόνη,uncertain,,σφόνδα,,n101641,,
http://lila-erc.eu/data/id/lemma/104151,fungus,σπόγγος,,σφόγγος,σπογγιά,,n95995,,
http://lila-erc.eu/data/id/lemma/104264,galbanum,χαλβάνη,,,,,n112981,,
http://lila-erc.eu/data/id/lemma/104324,gamma,γάμμα,,,,,n21570,,
http://lila-erc.eu/data/id/lemma/104334,gangraena,γάγγραινα,,,,,n21378,,
http://lila-erc.eu/data/id/lemma/104279,garon,γάρον,,,,,n21645,,
http://lila-erc.eu/data/id/lemma/104373,gaulus,γαυλός,,,,,n21689,,
http://lila-erc.eu/data/id/lemma/105015,gaunacum,καυνάκη,,,,,n56233,,
http://lila-erc.eu/data/id/lemma/104377,gausapa,γαυσάπης,,,,,n21699,,
http://lila-erc.eu/data/id/lemma/104382,gaza,γάζα,,,,,n21393,,
http://lila-erc.eu/data/id/lemma/104391,gelasinus,γελασῖνος,,,,,n21775,,
http://lila-erc.eu/data/id/lemma/104438,genealogus,γενεαλόγος,,,,,n21835,,
http://lila-erc.eu/data/id/lemma/104457,genesis,γένεσις,,,,,n21872,,
http://lila-erc.eu/data/id/lemma/104460,genethliacus,γενεθλιακός,,,,,n21843,,
http://lila-erc.eu/data/id/lemma/104506,geographia,γεωγραφία,,,,,n22051,,
http://lila-erc.eu/data/id/lemma/104512,geometres,γεωμέτρης,,,,,n22062,,
http://lila-erc.eu/data/id/lemma/104513,geometria,γεωμετρία,,,,,n22064,,
http://lila-erc.eu/data/id/lemma/104516,geometricus,γεωμετρικός,,,,,n22065,,
http://lila-erc.eu/data/id/lemma/104301,georgicus,γεωργικός,,,,,n22084,,
http://lila-erc.eu/data/id/lemma/55217,gerrae,γέρρα,,,γέρρον,,n22011,,
http://lila-erc.eu/data/id/lemma/104554,gerusia,γερουσία,,,,,n22004,,
http://lila-erc.eu/data/id/lemma/104660,glauceum,γλαύκειον,,,,,,,n22252
http://lila-erc.eu/data/id/lemma/104659,glaucoma,γλαύκωμα,,,,,n22268,,
http://lila-erc.eu/data/id/lemma/104663,glaucus,γλαυκός,,,,,n22257,,
http://lila-erc.eu/data/id/lemma/104677,glechonites,γληχωνίτης,,,,,n22302,,
http://lila-erc.eu/data/id/lemma/104678,gleucinus,γλεύκινος,,,,,n22289,,
http://lila-erc.eu/data/id/lemma/104694,glocio,κλώζω,,,,,n58063,,
http://lila-erc.eu/data/id/lemma/104716,glossa,γλῶσσα,,,,,n22425,,
http://lila-erc.eu/data/id/lemma/104717,glossema,γλώσσημα,,,,,n22433,,
http://lila-erc.eu/data/id/lemma/104718,glossematicus,γλωσσηματικός,,,,,n22434,,
http://lila-erc.eu/data/id/lemma/104451,gobius,κωβιός,,,,,n61185,,
http://lila-erc.eu/data/id/lemma/104767,gomphus,γόμφος,,,,,n22615,,
http://lila-erc.eu/data/id/lemma/104768,gongylis,γογγυλίς,,,,,n22563,,
http://lila-erc.eu/data/id/lemma/104779,grabatus,κράββατος,,κράβατος,,,n59561,,
http://lila-erc.eu/data/id/lemma/104803,graecisso,γραικίζω,,,,,n22733,,
http://lila-erc.eu/data/id/lemma/104809,gramiae,λήμη,,,γλήμη,,n62904,,
http://lila-erc.eu/data/id/lemma/104817,grammaticus,γραμματικός,,,,,n22755,,
http://lila-erc.eu/data/id/lemma/104820,grammatista,γραμματιστής,,,,,n22758,,
http://lila-erc.eu/data/id/lemma/104858,graphicus,γραφικός,,,,,n22818,,
http://lila-erc.eu/data/id/lemma/104862,graphium,γραφεῖον,,,,,n22812,,
http://lila-erc.eu/data/id/lemma/104926,groma,γνώμων,,,,,n22521,,
http://lila-erc.eu/data/id/lemma/105036,gryps,γρύψ,,,,,n22919,,
http://lila-erc.eu/data/id/lemma/104949,gubernator,κυβερνήτης,,,,,n60495,,
http://lila-erc.eu/data/id/lemma/104953,guberno,κυβερνῶ,,,,,,n60488,
http://lila-erc.eu/data/id/lemma/104954,gubernum,κύβερνον,uncertain,,,,,n60500,
http://lila-erc.eu/data/id/lemma/104988,gymnas,γυμνάς,,,,,n22959,,
http://lila-erc.eu/data/id/lemma/104990,gymnasiarchus,γυμνασίαρχος,,,,,n22966,,
http://lila-erc.eu/data/id/lemma/104991,gymnasium,γυμνάσιον,,,,,n22968,,
http://lila-erc.eu/data/id/lemma/104992,gymnasticus,γυμναστικός,,,,,n22975,,
http://lila-erc.eu/data/id/lemma/104994,gymnicus,γυμνικός,,,,,n22985,,
http://lila-erc.eu/data/id/lemma/104998,gynaeceum,γυναικεῖον,,,,,n23011,,
http://lila-erc.eu/data/id/lemma/105000,gynaeconitis,γυναικωνῖτις,,,,,n23065,,
http://lila-erc.eu/data/id/lemma/8499,gypsus,γύψος,,,,,n23118,,
http://lila-erc.eu/data/id/lemma/105009,gyrus,γῦρος,,,,,n23103,,
http://lila-erc.eu/data/id/lemma/105092,haeresis,αἵρεσις,,,,,n2645,,
http://lila-erc.eu/data/id/lemma/105103,halagora,,,,,ἅλς ἀγορά,,,n4670 n761
http://lila-erc.eu/data/id/lemma/105116,halec,ἁλικόν,,ἁλυκόν,,,n4698,,
http://lila-erc.eu/data/id/lemma/105105,haliaeetos,ἁλιαίετος,,,,,,,
http://lila-erc.eu/data/id/lemma/105110,halieuticus,ἁλιευτικός,,,,,n4183,,
http://lila-erc.eu/data/id/lemma/105124,halophanta,ἁλοφάντης,,,,,,,
http://lila-erc.eu/data/id/lemma/105127,halteres,ἁλτῆρες,,,,,n4688,,
http://lila-erc.eu/data/id/lemma/105130,hama,ἄμη,,,,,n5232,,
http://lila-erc.eu/data/id/lemma/135815,hamaxagoga,,,,,ἅμαξα ἄγω,,,n4906 n1083
http://lila-erc.eu/data/id/lemma/135816,hamaxo,ἅμαξα,,,,,,,
http://lila-erc.eu/data/id/lemma/105154,hapalopsis,,,,,ἁπαλός ὄψον,,,n11325 n76358
http://lila-erc.eu/data/id/lemma/105155,haphe,ἁφή,,,,,n18256,,
http://lila-erc.eu/data/id/lemma/105176,harmoge,ἁρμογή,,,,,n15270,,
http://lila-erc.eu/data/id/lemma/105177,harmonia,ἁρμονία,,,,,n15281,,
http://lila-erc.eu/data/id/lemma/105178,harmonicus,ἀρμονικός,,,,,n15284,,
http://lila-erc.eu/data/id/lemma/105183,harpago,ἀρπάζω,,,,,n15399,,
http://lila-erc.eu/data/id/lemma/105184,harpago,ἀρπαγή,,,,,n15391,,
http://lila-erc.eu/data/id/lemma/105185,harpastum,ἁρπαστόν,,,,,n15425,,
http://lila-erc.eu/data/id/lemma/105186,harpax,ἅρπαξ,,,,,n15415,,
http://lila-erc.eu/data/id/lemma/105187,harpe,ἅρπη,,,,,n15435,,
http://lila-erc.eu/data/id/lemma/105218,hebdomas,ἑβδομάς,,,,,n29895,,
http://lila-erc.eu/data/id/lemma/105996,hebenus,ἔβενος,,,,,n29921,,
http://lila-erc.eu/data/id/lemma/105227,hecatombe,ἑκατόμβη,,,,,n31631,,
http://lila-erc.eu/data/id/lemma/105233,hecyra,ἑκυρά,,,,,n33131,,
http://lila-erc.eu/data/id/lemma/105239,hedycrum,ἡδύχρουν,,,,,n46731,,
http://lila-erc.eu/data/id/lemma/105248,helciarius,ἕλκω,,,,,n33770,,
http://lila-erc.eu/data/id/lemma/105249,helcium,ἕλκω,,,,,n33770,,
http://lila-erc.eu/data/id/lemma/105267,helix,ἕλιξ,,,,,n33722,,
http://lila-erc.eu/data/id/lemma/105271,helops,ἔλλοψ,,ἔλοψ,,,n33875,,
http://lila-erc.eu/data/id/lemma/105284,hemerodromos,ἡμεροδρόμος,,,,,n46988,,
http://lila-erc.eu/data/id/lemma/105286,hemicillus,,,,,ἥμισυς κιλλός,,,n47291 n57404
http://lila-erc.eu/data/id/lemma/105171,hemicyclium,ἡμικύκλιον,,,,,n47141,,
http://lila-erc.eu/data/id/lemma/105294,hemina,ἡμίνα,,,,,n47185,,
http://lila-erc.eu/data/id/lemma/105298,hemisphaerium,ἡμισφαίριον,,,,,n47296,,
http://lila-erc.eu/data/id/lemma/105303,hemitonion,ἡμιτόνιον,,,,,n47319,,
http://lila-erc.eu/data/id/lemma/105305,hemitritaeos,ἡμιτριταῖος,,,,,n47323,,
http://lila-erc.eu/data/id/lemma/135817,hendecasyllabi,ἑνδεκασύλλαβοι,,,,,n35131,,
http://lila-erc.eu/data/id/lemma/135819,hepatarius,ἧπαρ,,,,,n47442,,
http://lila-erc.eu/data/id/lemma/105314,hepatia,ἡπάτια,,,ἡπάτιον,,,,n47444
http://lila-erc.eu/data/id/lemma/105325,hephthemimeres,ἑφθημιμερής,,,,,n45753,,
http://lila-erc.eu/data/id/lemma/105336,heptapylos,ἑπτάπυλος,,,,,n42005,,
http://lila-erc.eu/data/id/lemma/105338,heptasemos,ἑπτάσημος,,,,,n42013,,
http://lila-erc.eu/data/id/lemma/105340,heptasyllabus,ἑπτασύλλαβος,,,,,,,
http://lila-erc.eu/data/id/lemma/105342,hepteris,ἑπτήρης,,,,,n42036,,
http://lila-erc.eu/data/id/lemma/105365,hermaphroditus,ἑρμαφρόδιτος,,,,,n42605,,
http://lila-erc.eu/data/id/lemma/105394,heroicus,ἡρωϊκός,,,,,n47587,,
http://lila-erc.eu/data/id/lemma/105397,heroine,ἡρωΐνη,,,,,n47588,,
http://lila-erc.eu/data/id/lemma/105400,herois,ἡρωΐς,,,,,n47590,,
http://lila-erc.eu/data/id/lemma/105401,heros,ἥρως,,,,,n47601,,
http://lila-erc.eu/data/id/lemma/105402,herous,ἡρῷος,,,,,n47599,,
http://lila-erc.eu/data/id/lemma/105405,herpes,ἕρπης,,,,,n42665,,
http://lila-erc.eu/data/id/lemma/135820,heteroclitus,ἑτερόκλιτος,,,,,n43161,,
http://lila-erc.eu/data/id/lemma/57450,heuretes,εὑρέτης,,,,,n44931,,
http://lila-erc.eu/data/id/lemma/105420,hexaclinon,ἑξάκλινον,,,,,n36603,,
http://lila-erc.eu/data/id/lemma/105424,hexagonum,ἑξάγωνον,,,,,,n36516,
http://lila-erc.eu/data/id/lemma/105426,hexameter,ἑξάμετρος,,,,,n36700,,
http://lila-erc.eu/data/id/lemma/105428,hexaphoros,ἑξάφορος,,,,,n37023,,
http://lila-erc.eu/data/id/lemma/105430,hexaptotos,ἑξαπτωτος,,,,,n36893,,
http://lila-erc.eu/data/id/lemma/105431,hexapylon,ἑξάπυλον,,,,,n36894,,
http://lila-erc.eu/data/id/lemma/105434,hexastichus,ἑξάστιχος,,,,,n36972,,
http://lila-erc.eu/data/id/lemma/105438,hexeris,ἑξήρης,,,,,n37340,,
http://lila-erc.eu/data/id/lemma/105453,hibiscum,ἰβίσκος,,,,,n49793,,
http://lila-erc.eu/data/id/lemma/135818,hieronicae,ἱερονῖκαι,,,,,n50074,,
http://lila-erc.eu/data/id/lemma/105496,hinnus,ἵννος,,γῖννος,,,,,n22213
http://lila-erc.eu/data/id/lemma/135822,hippagogoe,ἱππαγωγοί,,,,,n50657,,
http://lila-erc.eu/data/id/lemma/105506,hippius,ἵππιος,,,,,n50722,,
http://lila-erc.eu/data/id/lemma/105510,hippocentaurus,ἱπποκένταυρος,,,,,n50769,,
http://lila-erc.eu/data/id/lemma/105512,hippodamus,ἱππόδαμος,,,,,n50743,,
http://lila-erc.eu/data/id/lemma/105513,hippodromus,ἱππόδρομος,,,,,n50753,,
http://lila-erc.eu/data/id/lemma/105515,hippomanes,ἱππομανές,,,,,,,n50796
http://lila-erc.eu/data/id/lemma/105527,hippopotamius,,,,,ἵππος ποτάμιος,,,n50822
http://lila-erc.eu/data/id/lemma/105530,hippotoxota,ἱπποτοξότης,,,,,n50845,,
http://lila-erc.eu/data/id/lemma/105531,hippuros,ἵππουρος,,,,,n50856,,
http://lila-erc.eu/data/id/lemma/105561,historia,ἱστορία,,,,,n51259,,
http://lila-erc.eu/data/id/lemma/105564,historice,ἱστορική,,,,,n51261,,
http://lila-erc.eu/data/id/lemma/105563,historicus,ἱστορικός,,,,,n51261,,
http://lila-erc.eu/data/id/lemma/105626,homoeomeria,ὁμοιομέρεια,,,,,n73650,,
http://lila-erc.eu/data/id/lemma/105628,homoeoptoton,ὁμοιόπτωτον,,,,,n73665,,
http://lila-erc.eu/data/id/lemma/105630,homoeoteleuton,ὁμοιοτέλευτον,,,,,n73685,,
http://lila-erc.eu/data/id/lemma/135823,homonyma,ὁμώνυμα,,,,,n73974,,
http://lila-erc.eu/data/id/lemma/105662,hoplomachus,ὁπλόμαχος,,,,,n74569,,
http://lila-erc.eu/data/id/lemma/105663,hora,ὥρα,,,,,n116294,,
http://lila-erc.eu/data/id/lemma/135824,horaeum,ὡραῖον,,,,,n116302,,
http://lila-erc.eu/data/id/lemma/105680,horistice,ὁριστική,,,,,n75105,,
http://lila-erc.eu/data/id/lemma/105681,horizon,ὁρίζων,,,,,n75079,,
http://lila-erc.eu/data/id/lemma/105688,horologium,ὡρολόγιον,,,,,n116365,,
http://lila-erc.eu/data/id/lemma/105692,horoscopo,ὡροσκοπέω,,,,,n116382,,
http://lila-erc.eu/data/id/lemma/105694,horoscopos,ὡροσκόπος,,,,,n116387,,
http://lila-erc.eu/data/id/lemma/105780,hyacinthinus,ὑακίνθινος,,,,,n106129,,
http://lila-erc.eu/data/id/lemma/105782,hyacinthus,ὑάκινθος,,,,,n106132,,
http://lila-erc.eu/data/id/lemma/105784,hyaena,ὕαινα,,,,,n106120,,
http://lila-erc.eu/data/id/lemma/105789,hyalus,ὕαλος,,,,,n106152,,
http://lila-erc.eu/data/id/lemma/105793,hydra,ὕδρα,,,,,n106339,,
http://lila-erc.eu/data/id/lemma/105795,hydragogia,ὑδραγωγία,,,,,n106343,,
http://lila-erc.eu/data/id/lemma/105799,hydraules,ὑδραύλης,,,,,n106360,,
http://lila-erc.eu/data/id/lemma/105801,hydraulicus,ὑδραυλικός,,,,,n106360a,,
http://lila-erc.eu/data/id/lemma/105987,hydraulus,ὕδραυλος,,,,,n106363,,
http://lila-erc.eu/data/id/lemma/105806,hydria,ὑδρία,,,,,n106382,,
http://lila-erc.eu/data/id/lemma/105807,hydrocele,ὑδροκήλη,,,,,n106408,,
http://lila-erc.eu/data/id/lemma/105824,hydropicus,ὑδρωπικός,,,,,n106497,,
http://lila-erc.eu/data/id/lemma/105828,hydrops,ὕδρωψ,,,,,n106500,,
http://lila-erc.eu/data/id/lemma/105829,hydrus,ὕδρος,,,,,n106449,,
http://lila-erc.eu/data/id/lemma/105835,hyle,ὕλη,,,,,n106601,,
http://lila-erc.eu/data/id/lemma/105836,hymenaeos,ὑμεναῖος,,,,,n106685,,
http://lila-erc.eu/data/id/lemma/105849,hymnus,ὕμνος,,,,,n106733,,
http://lila-erc.eu/data/id/lemma/105868,hyperbaton,ὑπερβατόν,,,,,n107324,,
http://lila-erc.eu/data/id/lemma/105870,hyperbole,ὑπερβολή,,,,,n107349,,
http://lila-erc.eu/data/id/lemma/105891,hyperbrachys,ὑπέρβραχυς,,,,,n108152,,
http://lila-erc.eu/data/id/lemma/105872,hypercatalectus,ὑπερκατάληκτος,,,,,n107627,,
http://lila-erc.eu/data/id/lemma/105884,hyphen,,,,,ὑφ᾽ἕν,,,n109831
http://lila-erc.eu/data/id/lemma/105896,hypocauston,ὑπόκαυστον,,,,,n108533,,
http://lila-erc.eu/data/id/lemma/105903,hypocorisma,ὑποκόρισμα,,,,,n108607,,
http://lila-erc.eu/data/id/lemma/105906,hypocrites,ὑποκριτής,,,,,n108626,,
http://lila-erc.eu/data/id/lemma/105908,hypodidascalus,ὑποδιδάσκαλος,,,,,n108314,,
http://lila-erc.eu/data/id/lemma/105439,hypogaeum,ὑπόγαιον,,,,,n108176,,
http://lila-erc.eu/data/id/lemma/105921,hypomnema,ὑπόμνημα,,,,,n108802,,
http://lila-erc.eu/data/id/lemma/105930,hypotenusa,ὑποτείνουσα,,,,,n109336,,
http://lila-erc.eu/data/id/lemma/105932,hypotheca,ὑποθήκη,,,,,n108423,,
http://lila-erc.eu/data/id/lemma/105938,hypozeugma,ὑπόζευγμα,,,,,,,n108381
http://lila-erc.eu/data/id/lemma/105939,hypozeuxis,ὑπόζευξις,,,,,n108383,,
http://lila-erc.eu/data/id/lemma/105945,hyssopites,ὑσσωπίτης,,,,,n109721,,
http://lila-erc.eu/data/id/lemma/105947,hyssopum,ὕσσωπον,,,ὕσσωπος,,n109722,,
http://lila-erc.eu/data/id/lemma/105949,hystericus,ὑστερικός,,,,,n109739,,
http://lila-erc.eu/data/id/lemma/106027,iambeus,ἰάμβειος,,,,,n49682,,
http://lila-erc.eu/data/id/lemma/106028,iambicus,ἰαμβικός,,,,,n49687,,
http://lila-erc.eu/data/id/lemma/106032,iambus,ἴαμβος,,,,,n49694,,
http://lila-erc.eu/data/id/lemma/106036,ianthinus,ἰάνθινος,,,,,n49702,,
http://lila-erc.eu/data/id/lemma/106043,iaspis,ἴασπις,,,,,n49727,,
http://lila-erc.eu/data/id/lemma/106046,iatraliptes,ἰατραλείπτης,,,,,n49743,,
http://lila-erc.eu/data/id/lemma/106056,ibis,ἴβις,,,,,n49792,,
http://lila-erc.eu/data/id/lemma/106058,ichneumon,ἰχνεύμων,,,,,n51510,,
http://lila-erc.eu/data/id/lemma/106064,iconicus,εἰκονικός,,,,,n30947,,
http://lila-erc.eu/data/id/lemma/106072,ictericus,ἰκτερικός,,,,,n50303,,
http://lila-erc.eu/data/id/lemma/106077,ictis,ἴκτις,,,,,n50318,,
http://lila-erc.eu/data/id/lemma/106088,idioma,ἰδίωμα,,,,,n49903,,
http://lila-erc.eu/data/id/lemma/106089,idiota,ἰδιώτης,,,,,n49908,,
http://lila-erc.eu/data/id/lemma/106097,idolum,εἴδωλον,,,,,n30885,,
http://lila-erc.eu/data/id/lemma/106981,incitega,ἐγγυθήκη,,,,,n30023,,
http://lila-erc.eu/data/id/lemma/108939,iota,ἰῶτα,,,,,n51573,,
http://lila-erc.eu/data/id/lemma/108940,iotacismus,ἰωτακισμός,,,,,n51574,,
http://lila-erc.eu/data/id/lemma/108963,iris,ἶρις,,,,,n50894,,
http://lila-erc.eu/data/id/lemma/108966,ironia,εἰρωνεία,,,,,n31227,,
http://lila-erc.eu/data/id/lemma/109091,ischiacus,ἰσχιακός,,,,,n51309,,
http://lila-erc.eu/data/id/lemma/109113,isopleuros,ἰσόπλευρος,,,,,n51123,,
http://lila-erc.eu/data/id/lemma/109139,ithyphallicus,ἰθυφαλλικός,,,,,n50224,,
http://lila-erc.eu/data/id/lemma/109599,labdacismus,λαβδακισμός,,,,,n61443,,
http://lila-erc.eu/data/id/lemma/109634,labyrinthos,λαβύρινθος,,,,,n61483,,
http://lila-erc.eu/data/id/lemma/109662,lachanizo,λάχανον,,,,,n62126,,
http://lila-erc.eu/data/id/lemma/109717,laecasin,λαικάζειν,,,,,n61633,,
http://lila-erc.eu/data/id/lemma/109721,laena,χλαῖνα,,,,,n114096,,
http://lila-erc.eu/data/id/lemma/109748,laganum,λάγανον,,,,,n61488,,
http://lila-erc.eu/data/id/lemma/109750,lageos,λάγειος,,,,,n61504,,
http://lila-erc.eu/data/id/lemma/109752,lagoena,λάγυνος,,,,,n61540,,
http://lila-erc.eu/data/id/lemma/109756,lagois,λαγωΐς,,,,,,,
http://lila-erc.eu/data/id/lemma/109787,lamia,λάμια,,,,,n61794,,
http://lila-erc.eu/data/id/lemma/109802,lampas,λαμπάς,,,,,n61830,,
http://lila-erc.eu/data/id/lemma/109878,lanterna,λαμπτήρ,,,,,n61868,,
http://lila-erc.eu/data/id/lemma/109890,lapathum,λάπαθον,,,,,n61942,,
http://lila-erc.eu/data/id/lemma/109712,lapsana,λαψάνη,,,,,n62163,,
http://lila-erc.eu/data/id/lemma/109950,lardum,λαρινόν,uncertain,,,,,n61966,
http://lila-erc.eu/data/id/lemma/109964,lasanum,λάσαvον,,,,,,n61997,
http://lila-erc.eu/data/id/lemma/109974,laser,λασάριον,,,,,,,n61998
http://lila-erc.eu/data/id/lemma/109984,lastaurus,λάσταυρος,,,,,n62026,,
http://lila-erc.eu/data/id/lemma/110044,latro,λάτρις,,,,,n62064,,
http://lila-erc.eu/data/id/lemma/110110,lautumiae,λατομίαι,,,,,n62047,,
http://lila-erc.eu/data/id/lemma/110120,leaena,λέαινα,,,,,n62174,,
http://lila-erc.eu/data/id/lemma/110121,lebes,λέβης,,,,,n62183,,
http://lila-erc.eu/data/id/lemma/110189,lembus,λέμβος,,,,,n62366,,
http://lila-erc.eu/data/id/lemma/110190,lemma,λῆμμα,,,,,n62907,,
http://lila-erc.eu/data/id/lemma/110192,lemniscus,λημνίσκος,,,,,n62914,,
http://lila-erc.eu/data/id/lemma/135825,lenia,ληνός,,,,,n62939,,
http://lila-erc.eu/data/id/lemma/110237,leo,λέων,uncertain,,,,n62816,,
http://lila-erc.eu/data/id/lemma/110249,leopardalis,,,,,λέων πάρδαλις,,,n62432
http://lila-erc.eu/data/id/lemma/110259,lepasta,λεπάστη,,λεπαστή,,,n62446,,
http://lila-erc.eu/data/id/lemma/110253,lepidium,λεπίδιον,,,,,n62449,,
http://lila-erc.eu/data/id/lemma/110286,lethargicus,ληθαργικός,,,,,n62837,,
http://lila-erc.eu/data/id/lemma/110289,lethargus,λήθαργος,,,,,n62838,,
http://lila-erc.eu/data/id/lemma/110308,leucaspis,λεύκασπις,,,,,n62636,,
http://lila-erc.eu/data/id/lemma/110319,leucoion,λευκόϊον,,,,,n62675,,
http://lila-erc.eu/data/id/lemma/110321,leucophaeatus,λευκόφαιος,,,,,n62746,,
http://lila-erc.eu/data/id/lemma/110355,lexis,λέξις,,,,,n62383,,
http://lila-erc.eu/data/id/lemma/110436,lichen,λειχήν,,,,,n62297,,
http://lila-erc.eu/data/id/lemma/110492,lilium,λείριον,,,,,n62278,,
http://lila-erc.eu/data/id/lemma/110596,linter,πλυντήρ,,,,,,,n84001
http://lila-erc.eu/data/id/lemma/110600,linum,λίνον,,,,,n63402,,
http://lila-erc.eu/data/id/lemma/11944,lips,λίψ,,,,,n63682,,
http://lila-erc.eu/data/id/lemma/62432,liquiritia,γλυκύρριζα,,,,,n22388,,
http://lila-erc.eu/data/id/lemma/135826,liroe,λῆροι,,,,,n62962,,
http://lila-erc.eu/data/id/lemma/110650,lithostrotus,λιθόστρωτος,,,,,n63216,,
http://lila-erc.eu/data/id/lemma/110743,logeum,λογεῖον,,,λόγιον,,n63702,,
http://lila-erc.eu/data/id/lemma/110745,logicus,λογικός,,,,,n63715,,
http://lila-erc.eu/data/id/lemma/110755,logos,λόγος,,,,,n63772,,
http://lila-erc.eu/data/id/lemma/110797,lopas,λεπάς,,,,,n62444,,
http://lila-erc.eu/data/id/lemma/110830,lotos,λωτός,,,,,n64374,,
http://lila-erc.eu/data/id/lemma/111062,lychnicus,λυχνικός,,,,,,,n64287
http://lila-erc.eu/data/id/lemma/111068,lychnucus,λυχνοῦχος,,,,,n64311,,
http://lila-erc.eu/data/id/lemma/111069,lychnus,λύχνος,,,,,n64310,,
http://lila-erc.eu/data/id/lemma/111076,lygdos,λύγδος,,,,,n64018,,
http://lila-erc.eu/data/id/lemma/111078,lympha,νύμφη,,,,,n71282,,
http://lila-erc.eu/data/id/lemma/111084,lynx,λύγξ,,,,,n64037,,
http://lila-erc.eu/data/id/lemma/111085,lyra,λύρα,,,,,n64165,,
http://lila-erc.eu/data/id/lemma/111086,lyricus,λυρικός,,,,,n64169,,
http://lila-erc.eu/data/id/lemma/62970,lytron,λύτρον,,,,,n64264,,
http://lila-erc.eu/data/id/lemma/111174,macellum,μάκελον,,μάκελλον,μάκελος,,n64605,,
http://lila-erc.eu/data/id/lemma/111187,machaera,μάχαιρα,,,,,n65265,,
http://lila-erc.eu/data/id/lemma/111188,machaerophorus,μαχαιροφόρος,,,,,n65283,,
http://lila-erc.eu/data/id/lemma/111190,machina,μηχανή,,,,,n67619,,
http://lila-erc.eu/data/id/lemma/111217,macrocolum,μακρόκωλον,,,,,,n64668,
http://lila-erc.eu/data/id/lemma/111218,macrologia,μακρολογία,,,,,n64672,,
http://lila-erc.eu/data/id/lemma/111244,maena,μαίνη,,,,,n64557,,
http://lila-erc.eu/data/id/lemma/111245,maenas,μαινάς,,,,,n64556,,
http://lila-erc.eu/data/id/lemma/111265,magicus,μαγικός,,,,,n64438,,
http://lila-erc.eu/data/id/lemma/111272,magida,μαγίς,,,,,n64440,,
http://lila-erc.eu/data/id/lemma/111268,magira,μάγειρος,,,,,n64427,,
http://lila-erc.eu/data/id/lemma/111273,magis,μαγίς,,,,,n64440,,
http://lila-erc.eu/data/id/lemma/111323,magus,μάγος,,,,,n64448,,
http://lila-erc.eu/data/id/lemma/111324,magydaris,μαγύδαρις,,,,,n64450,,
http://lila-erc.eu/data/id/lemma/111337,malache,μαλάχη,,,,,n64817,,
http://lila-erc.eu/data/id/lemma/111338,malacia,μαλακία,,,,,n64768,,
http://lila-erc.eu/data/id/lemma/111339,malacisso,μαλακίζω,,,,,n64833,,
http://lila-erc.eu/data/id/lemma/111342,malacus,μαλακός,,,,,n64791,,
http://lila-erc.eu/data/id/lemma/111411,malobathron,μαλόβαθρον,,,,,n64872,,
http://lila-erc.eu/data/id/lemma/111414,maltha,μάλθα,,,,,n64828,,
http://lila-erc.eu/data/id/lemma/111422,malum,μῆλον,,,,,n67423,,
http://lila-erc.eu/data/id/lemma/111416,malua,μαλάχη,uncertain,,,,n64817,,
http://lila-erc.eu/data/id/lemma/111474,mandra,μάνδρα,,,,,n64903,,
http://lila-erc.eu/data/id/lemma/111488,mango,μάγγανον,,,μάγγανα,,n64410,,
http://lila-erc.eu/data/id/lemma/111593,marathrus,μάραθρον,,,,,n64984,,
http://lila-erc.eu/data/id/lemma/111607,margarita,μαργαρίτης,,,,,n65005,,
http://lila-erc.eu/data/id/lemma/111633,marmor,μάρμαρος,,,,,n65058,,
http://lila-erc.eu/data/id/lemma/111646,marsupium,μαρσύπιον,,,,,,,
http://lila-erc.eu/data/id/lemma/111662,massa,μάζα,,,,,n64483,,
http://lila-erc.eu/data/id/lemma/111674,mastigia,μαστιγίας,,,,,n65145,,
http://lila-erc.eu/data/id/lemma/111680,masturbor,μαστροπεύω,,,,,n65178,,
http://lila-erc.eu/data/id/lemma/111705,mathematicus,μαθηματικός,,,,,n64514,,
http://lila-erc.eu/data/id/lemma/111730,mattea,ματτύα,,,ματτύη,ματτύης,,,n65253
http://lila-erc.eu/data/id/lemma/111755,mazonomus,μαζονόμος,,,,,n64497,,
http://lila-erc.eu/data/id/lemma/111764,mechanicus,μηχανικός,,,,,n67626,,
http://lila-erc.eu/data/id/lemma/111865,melancholicus,μελαγχολικός,,,,,n65791,,
http://lila-erc.eu/data/id/lemma/111869,melandryum,μελάνδρυον,,,,,n65846,,
http://lila-erc.eu/data/id/lemma/111876,melanthion,μελάνθιον,,,,,n65864,,
http://lila-erc.eu/data/id/lemma/111877,melanurus,μελάvουρος,,,,,n65912,,
http://lila-erc.eu/data/id/lemma/111896,melicus,μελικός,,,,,n66016,,
